1;T-ZF-120;0,0;;1,0;T-Nahuel-133;0,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1
